taskID,task_name,date_created,time_created,due_date,due_time,description,priority,location,completed,,
161,Meet Padberg-Doyle,2020-08-17,1:16:31,2020-09-12,19:37:55,Curabitur in libero ut massa volutpat convallis.,3,,1,,
162,Interior Design,2019-12-17,12:37:59,2020-01-15,14:06:49,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,1,,0,,
163,take 43877,2020-02-16,19:39:17,2020-03-03,1:50:46,,5,,1,,
164,Meadow Vale,2020-04-12,21:12:26,2020-04-17,19:31:29,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",4,Vishnyakovskiye Dachi,1,,
165,Vulcan,2020-03-11,15:57:43,2020-04-04,16:18:05,,1,,0,,
166,WFC,2020-01-03,9:40:39,2020-01-28,2:40:43,,5,Wonosari,0,,
167,Petroleum Geology,2020-09-23,19:26:41,2020-10-05,2:51:32,,3,,1,,
168,OLE,2020-02-08,9:19:28,2020-02-09,14:43:28,,0,,1,,
169,Meet Blick and Sons,2020-01-06,4:16:50,2020-01-24,19:05:31,,5,,0,,
170,DNA electrophoresis,2020-05-23,8:26:50,2020-05-25,8:14:23,,5,,0,,
171,Painting,2020-07-11,1:39:57,2020-07-18,17:37:09,,1,,1,,
172,Sit.tiff,2019-11-26,8:10:43,2019-12-23,3:55:36,,1,Pilníkov,1,,
173,Everett,2020-09-28,7:28:05,2020-09-28,6:48:34,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4,,0,,
174,GDI,2020-10-06,18:32:50,2020-10-06,15:30:11,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1,,0,,
175,Candidate Generation,2020-01-24,10:01:41,2020-02-06,11:08:15,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",5,,0,,
176,take 43857,2020-01-27,9:55:24,2020-02-22,2:06:41,,4,,0,,
177,R&amp;TTE,2020-02-02,22:23:57,2020-02-11,17:59:08,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,5,Ljungby,0,,
178,Functional Training,2020-01-07,14:25:30,2020-01-21,11:29:42,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0,Arraga,1,,
179,Registered Patent Attorney,2020-04-24,9:53:35,2020-05-19,4:56:39,,0,,0,,
180,Meet Bailey LLC,2020-07-10,9:21:23,2020-07-12,8:44:14,,5,,1,,
181,SMSTS,2020-05-07,7:21:37,2020-05-23,15:00:49,,1,,0,,
182,take 43996,2020-06-14,3:51:49,2020-07-10,17:33:31,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",5,,1,,
183,Oracle RAC,2020-10-21,0:40:25,2020-11-11,19:04:39,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,3,,0,,
184,Vtiger,2020-10-21,8:00:47,2020-11-07,1:46:12,,0,,1,,
185,PTH,2020-10-14,13:16:19,2020-10-27,18:21:55,,5,,0,,
186,Energy Efficiency,2020-09-17,0:18:25,2020-09-26,11:11:54,,0,,0,,
187,take 44105,2020-10-01,1:40:21,2020-10-26,11:59:02,,5,,1,,
188,Lien,2020-05-08,7:29:59,2020-05-30,10:15:53,,2,,0,,
189,take 44070,2020-08-27,15:37:11,2020-09-25,9:40:07,,4,,1,,
190,Ideas NX,2020-07-04,6:53:03,2020-07-07,20:55:15,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,5,,0,,
191,Shopko,2020-01-05,0:28:48,2020-01-06,21:47:22,,3,,0,,
192,Trading,2020-03-17,20:54:28,2020-03-17,5:11:08,,1,,0,,
193,Graduate Recruitment,2020-06-20,12:29:33,2020-07-15,23:12:25,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,4,,1,,
194,Hydrogeology,2020-01-23,10:37:33,2020-02-17,12:44:49,,0,,1,,
195,Fordem,2020-09-08,10:56:37,2020-09-11,11:35:17,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4,Callanca,1,,
196,Nascetur.avi,2020-08-03,12:50:14,2020-08-23,21:39:15,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",4,,0,,
197,Shell Scripting,2020-07-22,22:14:42,2020-08-20,18:48:33,,4,,1,,
198,take 43970,2020-05-19,14:33:34,2020-06-04,8:14:03,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",5,Zhulan,1,,
199,Ultiboard,2020-07-19,7:03:33,2020-07-24,18:49:11,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1,,1,,
200,Physical Oceanography,2020-05-15,8:21:48,2020-06-07,13:32:17,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,2,Lyskovo,1,,
201,take 43797,2019-11-28,7:49:52,2019-11-28,17:58:25,,5,,0,,
202,SapienCursusVestibulum.avi,2020-02-13,12:01:13,2020-03-09,23:19:17,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1,,1,,
203,Budgets,2020-09-04,2:03:33,2020-09-12,0:57:58,Phasellus sit amet erat. Nulla tempus.,4,,0,,
204,Butterfield,2020-04-15,2:22:07,2020-05-11,13:33:05,,1,,1,,
205,GIS,2020-05-04,10:48:04,2020-05-17,22:14:26,,4,,1,,
206,Typesetting,2020-06-30,14:32:26,2020-07-03,13:23:41,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3,,0,,
207,Branch Banking,2020-05-23,21:46:03,2020-06-13,12:21:12,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2,,1,,
208,Occupational Therapists,2020-01-28,8:24:46,2020-02-14,4:40:58,,1,Taoyuan,0,,
209,Rx,2020-06-23,19:13:16,2020-06-28,22:39:13,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",4,Temirtau,0,,
210,Rockefeller,2020-04-11,1:57:18,2020-05-07,18:15:37,,5,,0,,
211,take 43968,2020-05-17,3:13:04,2020-05-30,14:41:14,,4,,0,,
212,AOI,2020-08-09,11:25:33,2020-08-19,3:11:07,,0,Mbinga,0,,
213,take 43907,2020-03-17,12:10:36,2020-03-18,20:34:52,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",1,,0,,
214,Meeting with Deckow Group,2020-01-08,16:14:10,2020-01-12,9:22:49,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2,,0,,
215,take 43817,2019-12-18,4:27:57,2020-01-02,14:18:40,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0,,1,,
216,Financial Risk Management,2020-05-29,12:09:46,2020-06-12,15:37:34,,3,,0,,
217,Piping,2020-06-20,13:19:03,2020-07-16,18:50:27,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2,,1,,
218,RS422,2020-09-16,12:41:33,2020-10-06,8:22:33,,1,,0,,
219,Agency MBS,2020-01-14,19:17:06,2020-01-14,18:16:06,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",3,,0,,
220,Spaight,2019-12-30,12:40:43,2020-01-01,6:41:00,,0,,1,,
221,PMO Design,2020-09-08,8:55:52,2020-10-06,2:26:28,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",0,,1,,
222,Biomass,2019-11-29,15:41:38,2019-12-19,9:30:08,,3,,1,,
223,German,2020-06-20,10:35:40,2020-07-11,4:40:41,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",0,,1,,
224,take 44119,2020-10-15,18:07:40,2020-11-11,16:58:33,,1,,0,,
225,IBM HTTP Server,2020-02-28,0:25:59,2020-03-16,3:08:18,,3,,1,,
226,Zines,2020-10-18,2:22:28,2020-10-29,12:48:14,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",2,,0,,
227,Snorkeling,2020-06-27,0:51:45,2020-07-23,15:19:59,,4,,0,,
228,Logistics Management,2019-11-02,3:16:11,2019-11-05,11:17:51,,1,Baitu,0,,
229,Xserve,2020-01-25,23:42:58,2020-01-25,18:54:59,,5,,0,,
230,CG Lighting,2020-05-11,20:36:25,2020-05-31,11:57:26,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,4,,0,,
231,Kedzie,2020-08-03,8:01:42,2020-08-12,2:53:41,,5,,0,,
232,GDS systems,2020-01-15,11:39:09,2020-02-01,15:13:04,,1,Atamyrat,0,,
233,Volleyball,2020-05-30,23:18:54,2020-06-21,5:47:22,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",5,,0,,
234,FCL,2020-03-25,5:02:04,2020-04-02,18:13:13,,3,Strogino,1,,
235,NCAA Compliance,2020-02-23,11:20:04,2020-03-13,2:24:57,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",5,,0,,
236,Vsftpd,2020-01-08,0:53:44,2020-01-12,18:33:57,,4,Shazikou,1,,
237,WebSphere MQ,2020-03-13,6:05:14,2020-04-09,10:43:17,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",3,Locminé,1,,
238,Office Administration,2020-04-22,10:28:08,2020-04-28,18:31:24,,2,Vale da Serra,1,,
239,FMV,2020-08-06,20:39:10,2020-08-21,16:02:04,,2,,0,,
240,Board Development,2020-01-19,12:39:44,2020-02-17,22:10:30,,5,,0,,
241,take 43893,2020-03-03,5:57:34,2020-03-23,20:15:12,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",1,,1,,
242,Yard Signs,2020-01-13,19:27:30,2020-01-29,7:50:56,,3,,1,,
243,take 43932,2020-04-11,0:13:23,2020-05-10,21:16:13,,2,Cubará,0,,
244,Estate Planning,2019-11-03,16:34:23,2019-11-04,0:30:41,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",3,,0,,
245,HP Openview,2019-11-07,12:38:56,2019-12-02,8:25:41,,5,Vichy,1,,
246,Victoria,2019-12-15,22:59:21,2019-12-26,5:19:46,,3,,0,,
247,Myrtle,2019-10-23,19:37:47,2019-10-26,1:45:01,,1,,0,,
248,MSP430,2019-11-13,23:41:07,2019-11-19,18:53:27,,3,,0,,
249,Eleifend.tiff,2020-03-24,6:43:22,2020-04-06,11:08:48,,5,,1,,
250,NCS,2020-08-21,21:24:12,2020-09-09,20:54:06,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",4,,1,,
251,Strategic Planning,2020-02-04,6:31:48,2020-03-03,4:09:54,Etiam pretium iaculis justo.,2,Infanta,0,,
252,take 43778,2019-11-09,17:14:12,2019-12-02,16:34:57,,5,,1,,
253,Utilization Management,2020-01-08,14:25:26,2020-01-29,14:44:55,,1,Jiangzhou,1,,
254,Meeting at Connelly and Sons,2020-07-10,9:44:40,2020-07-28,1:33:11,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2,,0,,
255,Failure Analysis,2020-04-04,8:50:26,2020-04-29,15:59:14,,5,Tianya,1,,
256,Riverside,2020-03-25,22:41:37,2020-04-18,21:05:08,,5,,0,,
257,take 44000,2020-06-18,17:41:07,2020-06-23,3:09:02,,4,,0,,
258,Banquets,2019-11-25,3:15:14,2019-11-25,0:21:57,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",3,,0,,
259,HCM Processes &amp; Forms,2019-10-23,23:34:16,2019-11-15,14:27:13,,0,,1,,
260,Korean,2020-10-04,6:55:38,2020-10-06,5:33:47,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",4,Amagasaki,0,,
261,Process Improvement,2020-04-16,9:55:09,2020-05-03,5:00:04,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",5,Nový Bor,0,,
262,Data Center,2020-07-26,4:10:46,2020-08-13,22:02:09,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",2,,0,,
263,Organizational Development,2020-03-27,0:41:23,2020-03-28,14:51:49,,4,,1,,
264,take 44001,2020-06-19,16:21:39,2020-07-09,9:26:06,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1,,1,,
265,MDRs,2020-03-16,20:16:55,2020-04-14,3:38:16,,5,,0,,
266,Immunology,2020-05-28,6:45:08,2020-06-12,21:31:42,,1,,0,,
267,Cisco Nexus,2019-10-28,10:47:49,2019-11-23,9:23:20,,1,Cielmice,0,,
268,Meet Ledner-Wilkinson,2020-04-25,5:37:15,2020-05-05,18:01:50,,4,,1,,
269,Gold,2020-09-04,1:25:13,2020-09-26,6:22:31,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",3,,0,,
270,Meet Runolfsdottir-Denesik,2020-02-10,19:14:55,2020-02-17,6:32:37,,0,,1,,
271,Pyrometallurgy,2019-10-29,4:55:19,2019-11-03,10:10:54,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",5,,0,,
272,take 43863,2020-02-02,17:51:52,2020-02-22,2:16:29,,2,,0,,
273,MCDBA,2020-05-15,4:52:53,2020-06-05,4:52:40,,2,Dębno,0,,
274,take 43964,2020-05-13,22:27:14,2020-06-05,12:14:14,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",3,,1,,
275,take 43868,2020-02-07,10:21:12,2020-03-03,3:19:56,,4,,1,,
276,OEM contracts,2020-04-06,3:27:54,2020-04-13,3:45:52,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2,,0,,
277,Watercolor Illustration,2019-12-06,15:48:58,2019-12-20,4:33:38,,2,,1,,
278,Meet Wisoky and Sons,2020-09-02,16:28:31,2020-10-01,23:46:04,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1,,1,,
279,Dutch,2019-11-27,15:35:19,2019-12-09,12:39:57,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,2,,1,,
280,MMI,2019-11-20,23:19:44,2019-12-08,21:08:38,,5,Agraharam,1,,
281,take 43886,2020-02-25,3:44:40,2020-03-04,14:35:03,,0,Ma'an,1,,
282,take 44041,2020-07-29,0:45:46,2020-08-03,1:14:06,,5,,0,,
283,WSDL,2020-08-25,2:14:11,2020-09-16,8:01:39,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",4,,1,,
284,take 43770,2019-11-01,14:17:32,2019-11-17,16:36:52,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",5,,0,,
285,National Security,2020-02-06,16:42:17,2020-02-17,21:07:46,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",4,,1,,
286,DVT,2020-07-04,11:44:25,2020-07-26,17:56:45,,5,,1,,
287,Meeting with Oberbrunner LLC,2020-03-02,20:08:33,2020-03-12,16:31:22,Sed ante.,5,,1,,
288,Meeting with Jerde Inc,2020-02-17,22:17:47,2020-03-08,23:17:39,Praesent blandit. Nam nulla.,0,Banpu,1,,
289,Meet Maggio-Treutel,2020-09-11,1:53:12,2020-09-20,15:14:31,,3,,1,,
290,take 43918,2020-03-28,16:22:30,2020-04-25,18:14:22,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",5,Kulunda,0,,
291,Immigration Law,2019-11-23,15:46:23,2019-12-22,16:23:42,Nullam porttitor lacus at turpis.,5,Puzi,0,,
292,take 43866,2020-02-05,11:05:50,2020-02-24,13:39:42,,5,,1,,
293,PPDS,2020-09-28,16:37:04,2020-10-26,2:01:51,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,,0,,
294,MPR,2020-01-13,15:54:23,2020-02-01,18:25:10,,4,,1,,
295,take 43901,2020-03-11,12:55:25,2020-03-18,16:41:06,,1,,1,,
296,CGI,2020-04-04,18:34:16,2020-05-03,4:00:31,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1,,1,,
297,Brickson Park,2020-01-21,11:13:24,2020-01-26,5:07:26,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",5,,0,,
298,vCloud,2020-09-20,5:47:40,2020-10-05,12:40:02,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",4,,1,,
299,Urban Regeneration,2019-12-19,6:10:29,2020-01-06,19:31:36,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",5,,0,,
300,GNU Debugger,2019-12-14,21:34:36,2020-01-06,8:02:59,,2,,1,,
301,Zinc,2020-05-02,0:40:13,2020-05-05,4:35:18,Sed vel enim sit amet nunc viverra dapibus.,1,,0,,
302,Fluorescence Microscopy,2020-10-13,12:04:06,2020-11-02,3:26:52,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,2,,0,,
303,RPG III,2020-01-13,9:40:05,2020-02-06,4:08:44,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",5,,0,,
304,take 43970,2020-05-19,13:55:24,2020-05-27,19:23:23,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3,,0,,
305,IAR,2020-01-26,1:12:39,2020-02-14,6:01:12,,4,Ilaya,0,,
306,PBUSE,2020-06-01,5:52:28,2020-06-22,22:39:59,,4,,1,,
307,Meeting at Cummerata-Hermann,2020-09-17,10:05:26,2020-09-19,2:59:18,,2,,0,,
308,Treatment,2019-11-02,20:38:04,2019-11-15,5:55:27,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4,Dugu,0,,
309,"Meeting with Christiansen, Howe and Casper",2020-09-18,22:40:19,2020-10-01,2:42:31,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1,Ptghunk’,0,,
