302,QUALITY CHOICE OMEPRAZOLE,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,0
303,Disney PIXAR Cars Antibacterial Hand Wipes,,0
304,Neutrogena Ultimate Sport Sunblock,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,0
305,Mannitol,sapien arcu sed augue aliquam erat volutpat in congue etiam justo,1
306,Cartilago Quartz,,0
307,Chapstick Moisturizer Raspberry Creme,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,0
308,Vitamin B5 Velvet Mask,,1
309,VISIBLE DIFFERENCE SKIN BALANCING SUNSCREEN SPF 15,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,1
310,PCMX with Emollient,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,1
311,Topamax,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,1
312,BZK Plus Swabsticks,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,0
313,Nasal,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,0
314,MANICURE BY OPI - FINISHING BUTTER,,0
315,White Mulberry,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,1
316,Viscumforce,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,1
317,Leukine,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,1
318,Ciprofloxacin hydrochloride,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,0
319,Topcare Stomach Relief,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,0
320,oxycodone hydrochloride,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,0
321,Azithromycin Dihydrate,,1
322,NBE Cool Mint,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,1
323,Cover Fx BB Gel Mattfying Anti-Blemish N Medium,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,1
324,triple antibiotic plus,,0
325,Minocycline hydrochloride,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,0
326,Rabbit Hair,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,0
327,Hot Spot,,0
328,FENOFIBRATE,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,1
329,Pfizerpen,,1
330,CAREONE,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,1
331,GAS AND COLIC KIDS RELIEF,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,0
332,Magnesium Oxide,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,0
333,dg health pain reliever,,1
334,Trihexyphenidyl Hydrochloride,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,1
335,Trandolapril,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,0
336,Anagrelide Hydrochloride,quis orci eget orci vehicula condimentum curabitur in libero ut,0
337,BOTRYTIS CINEREA,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,0
338,Hand Sanitizer,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,0
339,Hydrogen Peroxide,,0
340,Salsalate,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,1
341,CVS PHARMACY,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,0
342,Ciprofloxacin,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,0
343,Tiger Balm,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,1
344,Kaopectate Regular Strength Peppermint Flavor Anti Diarrheal,,0
345,Apis ex animale 30,,0
346,Coconut Vanilla Hand Sanitizer,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,1
347,PROMETHEGAN,sapien arcu sed augue aliquam erat volutpat in congue etiam,1
348,Burkhart,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,1
349,methylphenidate hydrochloride CD,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,0
350,Pain Relief PM,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,1
351,CVS Revitalift Complete with SPF-15,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,0
352,Morgidox,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,0
353,Valsartan and Hydrochlorothiazide,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,1
354,Vanos,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,1
355,Mucor racemosus,,0
356,Myrbetriq,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,1
357,Degree,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,0
358,Triamcinolone Acetonide,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,1
359,Ethyl Rubbing Alcohol,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,0
360,BROMUS INERMIS POLLEN,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,1
361,METRONIDAZOLE,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,1
362,ROBINIA PSEUDOACACIA POLLEN,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,0
363,acid reducer,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,0
364,Amlodipine and Valsartan,sapien a libero nam dui proin leo odio porttitor id consequat,0
365,Alendronate Sodium,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,0
366,ERIVEDGE,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,0
367,Goat Epithelia,,1
368,Essential Shockeye and Lip,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,1
369,care one flu and severe cold and cough,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,1
370,Valium,sit amet eleifend pede libero quis orci nullam molestie nibh in,0
371,Hydralazine Hydrochloride,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,0
372,Triple Antibiotic Ointment,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,0
373,FOSAMAX PLUS D,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,0
374,temazepam,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,1
375,CareOne Adult Tussin DM,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,0
376,GOLD CAVIAR BB,,1
377,Exuviance Sheer Refining Fluid SPF 35,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,1
378,Metolazone,in libero ut massa volutpat convallis morbi odio odio elementum eu,0
379,ISA KNOX WXII PLUS WHITENING REVOLUTION SERUM,sed tincidunt eu felis fusce posuere felis sed lacus morbi,1
380,TIAZAC,,0
381,Alendronate Sodium,,1
382,RUNNY NOSE,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,0
383,BencoCaine Topical Anesthetic,,1
384,Amitriptyline Hydrochloride,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,1
385,Sword Fish,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,1
386,Virginia Live Oak,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,0
387,Gastritis - Ulcer,nonummy integer non velit donec diam neque vestibulum eget vulputate ut,0
388,Bio Vervain,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,1
389,SOLU-MEDROL,in ante vestibulum ante ipsum primis in faucibus orci luctus,1
390,ATACAND HCT,,0
391,Pantoprazole Sodium,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,1
392,DOCUSATE SODIUM,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,0
393,Amoxicillin and Clavulanate Potassium,justo aliquam quis turpis eget elit sodales scelerisque mauris sit,1
394,Topiramate,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,1
395,Vecuronium,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1
396,Ceftriaxone,sit amet cursus id turpis integer aliquet massa id lobortis convallis,0
397,Purminerals 4 in 1 Makeup SPF 15 Deeper,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,1
398,Aconitum e tub. 6 Special Order,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,0
399,EXTRA STRENGTH WITH NATURAL MENTHOL GLACIER MINT COUGH SUPPRESSANT,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,0
400,Stool Softener,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,1
401,Visco-Gel Medicated Round Callus Removers,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,0
402,Brut Black Ice,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,1
403,EX-LAX,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,0
404,SuperPlus Beblesh Balm SPF25 PA 2Plus,,0
405,Carvedilol,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,1
406,"Pollens - Trees, Mesquite, Prosopis juliflora",nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,0
407,RG Sport Inv.Solid Antiperspirant Deodorant Cool,metus aenean fermentum donec ut mauris eget massa tempor convallis,1
408,Firefly Angry Birds Fluoride,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,1
409,Eight Hour Cream Intensive Daily Moisturizer For Face SPF 15,,1
410,Indiclor,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,1
411,Buprenorphine HCl and Naloxone HCl,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,1
412,Caffeine Citrate,,1
413,Bite Beauty SPF 15 Sheer Balm,,0
414,Viagra,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,1
415,Opana,,1
416,exotic cherry blossom kit,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,0
417,CRIXIVAN,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,0
418,Soothe and Cool Non-Caking,at nulla suspendisse potenti cras in purus eu magna vulputate,0
419,Diltiazem Hydrochloride,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,1
420,good sense acid reducer,,0
421,Leader Childrens Allergy Relief,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,0
422,Ramipril,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,0
423,Sulfamethoxazole and Trimethoprim,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,0
424,MINTOX MAXIMUM STRENGTH,,1
425,Good Sense Nasal Decongestant,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,1
426,Montelukast Sodium,,0
427,Candida Alb,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,0
428,Kali bichromicum,,0
429,Trihexyphenidyl Hydrochloride,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,0
430,Alprazolam,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,0
431,SEROQUEL,,1
432,Nimbex,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,0
433,equate pain and fever,,1
434,good sense ibuprofen,,0
435,APIS MELLIFERA,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,0
436,Diltiazem Hydrochloride,,0
437,flu and severe cold and cough,in felis donec semper sapien a libero nam dui proin,1
438,Amoxicillin,,1
439,Namenda,accumsan tellus nisi eu orci mauris lacinia sapien quis libero,1
